UserId,PreviousQuery,Prefix,Market,UiLanguage,Region,Time,CVID,EventId,Position,Suggestion,SuggestionClick,PastQueries,WritingStyle
USER_001_SANDRA,future of technology,explai,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0D65F1AF3C2F499EA3A19DA028C34188,2,explain quantum computing in simple terms,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explai,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0D65F1AF3C2F499EA3A19DA028C34188,3,explain quantum computing advantages,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explai,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0D65F1AF3C2F499EA3A19DA028C34188,4,explain quantum computing challenges,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,1C2220D041374C59B5343321A5091F5A,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,1C2220D041374C59B5343321A5091F5A,2,explain quantum computing basics,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,1C2220D041374C59B5343321A5091F5A,3,explain quantum computing for kids,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,1C2220D041374C59B5343321A5091F5A,4,explain quantum computing future,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain ,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0C694CDADF4B4EA583ADABB82D5BF0BF,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain ,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0C694CDADF4B4EA583ADABB82D5BF0BF,2,explain quantum computing like im 5,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain ,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0C694CDADF4B4EA583ADABB82D5BF0BF,3,explain quantum computing use cases,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain ,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,0C694CDADF4B4EA583ADABB82D5BF0BF,4,explain quantum computing history,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain q,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,09E1F0714E0A4133B349CAA993FF626F,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain q,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,09E1F0714E0A4133B349CAA993FF626F,2,explain quantum bits,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain q,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,09E1F0714E0A4133B349CAA993FF626F,3,explain quantum supremacy,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain q,en-US,en,us,8:15:04,NLBA1VYJOA0YYNFGM8B7F,09E1F0714E0A4133B349CAA993FF626F,4,explain quantum algorithms,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qu,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,7CC578848663426288E360350A89BECF,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qu,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,7CC578848663426288E360350A89BECF,2,explain quantum computing simply,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qu,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,7CC578848663426288E360350A89BECF,3,explain quantum computing principles,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qu,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,7CC578848663426288E360350A89BECF,4,explain quantum computing research,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qua,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,6A32ABC78C714403AD412247F8F96EA0,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qua,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,6A32ABC78C714403AD412247F8F96EA0,2,explain quantum computing technology,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qua,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,6A32ABC78C714403AD412247F8F96EA0,3,explain quantum computing science,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain qua,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,6A32ABC78C714403AD412247F8F96EA0,4,explain quantum computing theory,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quan,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A1835D324A7B44148BFA02C602CAB968,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quan,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A1835D324A7B44148BFA02C602CAB968,2,explain quantum computing hardware,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quan,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A1835D324A7B44148BFA02C602CAB968,3,explain quantum computing software,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quan,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A1835D324A7B44148BFA02C602CAB968,4,explain quantum computing systems,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quant,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A5C254FEC93F45FA83E3C15ACAE8D3DF,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quant,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A5C254FEC93F45FA83E3C15ACAE8D3DF,2,explain quantum computing companies,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quant,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A5C254FEC93F45FA83E3C15ACAE8D3DF,3,explain quantum computing industry,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quant,en-US,en,us,8:15:05,NLBA1VYJOA0YYNFGM8B7F,A5C254FEC93F45FA83E3C15ACAE8D3DF,4,explain quantum computing market,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantu,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,4683F6258C814EAC9933DFCABA84A40D,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantu,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,4683F6258C814EAC9933DFCABA84A40D,2,explain quantum computing developments,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantu,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,4683F6258C814EAC9933DFCABA84A40D,3,explain quantum computing breakthroughs,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantu,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,4683F6258C814EAC9933DFCABA84A40D,4,explain quantum computing innovations,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,DFEDAF8494DB40B9AEDA8483A9C3BAFA,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,DFEDAF8494DB40B9AEDA8483A9C3BAFA,2,explain quantum computing potential,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,DFEDAF8494DB40B9AEDA8483A9C3BAFA,3,explain quantum computing impact,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,DFEDAF8494DB40B9AEDA8483A9C3BAFA,4,explain quantum computing revolution,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum ,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,6F17F8A0C4244A709003EBE131355AA6,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum ,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,6F17F8A0C4244A709003EBE131355AA6,2,explain quantum computing for dummies,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum ,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,6F17F8A0C4244A709003EBE131355AA6,3,explain quantum computing overview,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum ,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,6F17F8A0C4244A709003EBE131355AA6,4,explain quantum computing introduction,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum c,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,C7891BDA533F4BE18367834462E857B2,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum c,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,C7891BDA533F4BE18367834462E857B2,2,explain quantum computing concepts,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum c,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,C7891BDA533F4BE18367834462E857B2,3,explain quantum computing components,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum c,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,C7891BDA533F4BE18367834462E857B2,4,explain quantum computing capabilities,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum co,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,CCF1986EF42A492CB13219A924B32803,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum co,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,CCF1986EF42A492CB13219A924B32803,2,explain quantum computing complexity,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum co,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,CCF1986EF42A492CB13219A924B32803,3,explain quantum computing calculations,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum co,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,CCF1986EF42A492CB13219A924B32803,4,explain quantum computing cores,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum com,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,1555B0C5AAEF4EF8846F5EE907D706CD,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum com,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,1555B0C5AAEF4EF8846F5EE907D706CD,2,explain quantum computing comparison,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum com,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,1555B0C5AAEF4EF8846F5EE907D706CD,3,explain quantum computing competition,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum com,en-US,en,us,8:15:06,NLBA1VYJOA0YYNFGM8B7F,1555B0C5AAEF4EF8846F5EE907D706CD,4,explain quantum computing commercialization,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comp,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,C4B8BF441F1949759863819CC9CE1CA2,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comp,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,C4B8BF441F1949759863819CC9CE1CA2,2,explain quantum computing comprehensively,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comp,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,C4B8BF441F1949759863819CC9CE1CA2,3,explain quantum computing completely,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comp,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,C4B8BF441F1949759863819CC9CE1CA2,4,explain quantum computing clearly,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum compu,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,6E2454CFA524409AB301550207FFF149,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum compu,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,6E2454CFA524409AB301550207FFF149,2,explain quantum computing computation,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum compu,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,6E2454CFA524409AB301550207FFF149,3,explain quantum computing computer,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum compu,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,6E2454CFA524409AB301550207FFF149,4,explain quantum computing computational,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comput,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,38D961B0A2D64AC2970F07B6954729EA,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comput,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,38D961B0A2D64AC2970F07B6954729EA,2,explain quantum computing computing power,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comput,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,38D961B0A2D64AC2970F07B6954729EA,3,explain quantum computing computer science,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum comput,en-US,en,us,8:15:07,NLBA1VYJOA0YYNFGM8B7F,38D961B0A2D64AC2970F07B6954729EA,4,explain quantum computing computational advantage,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computi,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,7039BE90178B4D4A8719834DD6AC1F62,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computi,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,7039BE90178B4D4A8719834DD6AC1F62,2,explain quantum computing computing basics,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computi,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,7039BE90178B4D4A8719834DD6AC1F62,3,explain quantum computing computing fundamentals,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computi,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,7039BE90178B4D4A8719834DD6AC1F62,4,explain quantum computing computing principles,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computin,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,192F16E4C1D942B4BF2095AC83B7C277,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computin,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,192F16E4C1D942B4BF2095AC83B7C277,2,explain quantum computing computing applications,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computin,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,192F16E4C1D942B4BF2095AC83B7C277,3,explain quantum computing computing uses,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computin,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,192F16E4C1D942B4BF2095AC83B7C277,4,explain quantum computing computing benefits,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computing,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,9266ADC09B754E169E266A0E10FD9703,1,explain quantum computing,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computing,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,9266ADC09B754E169E266A0E10FD9703,2,explain quantum computing 2026,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computing,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,9266ADC09B754E169E266A0E10FD9703,3,explain quantum computing complete guide,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,future of technology,explain quantum computing,en-US,en,us,8:15:08,NLBA1VYJOA0YYNFGM8B7F,9266ADC09B754E169E266A0E10FD9703,4,explain quantum computing explained simply,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,environmental issues today,t,en-US,en,us,19:46:43,A3GWIVV8XBTN53ZTJIPAJ,448BCD774D9A42A1A292AECD52969B54,1,tell me a joke,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,environmental issues today,t,en-US,en,us,19:46:43,A3GWIVV8XBTN53ZTJIPAJ,448BCD774D9A42A1A292AECD52969B54,2,translate this to spanish,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,environmental issues today,t,en-US,en,us,19:46:43,A3GWIVV8XBTN53ZTJIPAJ,448BCD774D9A42A1A292AECD52969B54,3,tips for better sleep,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
USER_001_SANDRA,environmental issues today,t,en-US,en,us,19:46:43,A3GWIVV8XBTN53ZTJIPAJ,448BCD774D9A42A1A292AECD52969B54,4,teach me something new,False,future of technology; ai product roadmap; machine learning basics; copilot features,"Short, keyword-based, technical"
